head_top_x,head_top_y,upper_neck_x,upper_neck_y,right_shoulder_x,right_shoulder_y,right_elbow_x,right_elbow_y,right_wrist_x,right_wrist_y,thorax_x,thorax_y,left_shoulder_x,left_shoulder_y,left_elbow_x,left_elbow_y,left_wrist_x,left_wrist_y,pelvis_x,pelvis_y,right_hip_x,right_hip_y,right_knee_x,right_knee_y,right_ankle_x,right_ankle_y,left_hip_x,left_hip_y,left_knee_x,left_knee_y,left_ankle_x,left_ankle_y,labels
0.4427921002838222,0.029017857142857144,0.5063564333017977,0.18080357142857142,0.3029505676442763,0.19419642857142858,0.25209910122989587,0.3325892857142857,0.2266733680227058,0.453125,0.5317821665089878,0.20758928571428573,0.747900898770104,0.22544642857142858,0.8496038315988645,0.37276785714285715,0.8241780983916746,0.5200892857142857,0.5190692999053927,0.5066964285714286,0.40465350047303694,0.5022321428571429,0.5063564333017977,0.6941964285714286,0.4555049668874172,0.8772321428571429,0.6207722327341533,0.515625,0.5572078997161778,0.6986607142857143,0.4427921002838222,0.8861607142857143,1
0.5444950331125827,0.029017857142857144,0.46821783349101226,0.17633928571428573,0.23938623462630082,0.22544642857142858,0.11225756859035001,0.3549107142857143,0.15039616840113526,0.5111607142857143,0.4555049668874172,0.203125,0.6843365657521288,0.19419642857142858,0.747900898770104,0.328125,0.7733266319772943,0.4486607142857143,0.4555049668874172,0.5111607142857143,0.3538020340586566,0.5111607142857143,0.4427921002838222,0.6852678571428571,0.5444950331125827,0.8816964285714286,0.5572078997161778,0.5111607142857143,0.4809307000946074,0.6852678571428571,0.5317821665089878,0.8638392857142857,1
1.0,0.5290178571428571,0.5190692999053927,0.18526785714285715,0.735188032166509,0.22544642857142858,0.6080593661305582,0.3549107142857143,0.5063564333017977,0.47098214285714285,0.5826336329233679,0.203125,0.747900898770104,0.22544642857142858,0.8623166982024599,0.36830357142857145,0.8623166982024599,0.5200892857142857,0.5317821665089878,0.49776785714285715,0.4555049668874172,0.5022321428571429,0.5190692999053927,0.6897321428571429,0.4427921002838222,0.8861607142857143,0.5826336329233679,0.5066964285714286,0.5317821665089878,0.6941964285714286,0.4427921002838222,0.8861607142857143,1
0.4555049668874172,0.029017857142857144,0.4809307000946074,0.18526785714285715,0.2775248344370861,0.19866071428571427,0.3029505676442763,0.36830357142857145,0.26481196783349104,0.4888392857142857,0.4936435666982025,0.20758928571428573,0.747900898770104,0.22098214285714285,0.8368909649952695,0.37723214285714285,0.8368909649952695,0.5200892857142857,0.5317821665089878,0.49776785714285715,0.40465350047303694,0.49776785714285715,0.5190692999053927,0.6808035714285714,0.4555049668874172,0.8772321428571429,0.6461979659413434,0.5066964285714286,0.6461979659413434,0.6808035714285714,0.4427921002838222,0.8816964285714286,1
0.6142979452054794,0.029017857142857144,0.45101516634050887,0.15848214285714285,0.2877323874755381,0.16741071428571427,0.1897627201565558,0.31026785714285715,0.5054427592954991,0.3013392857142857,0.39658757338551853,0.18973214285714285,0.5380993150684932,0.203125,0.5380993150684932,0.33705357142857145,0.6578400195694717,0.3638392857142857,0.37481653620352257,0.4575892857142857,0.3095034246575342,0.4575892857142857,0.483671722113503,0.6584821428571429,0.32038894324853223,0.8638392857142857,0.4401296477495107,0.4575892857142857,0.47278620352250483,0.6540178571428571,0.47278620352250483,0.8727678571428571,1
0.37481653620352257,0.024553571428571428,0.5489848336594911,0.15401785714285715,0.47278620352250483,0.19419642857142858,0.4074730919765167,0.33705357142857145,0.2768468688845401,0.37276785714285715,0.6034124266144815,0.18973214285714285,0.7013820939334637,0.16741071428571427,0.7993517612524461,0.3236607142857143,0.4619006849315068,0.2924107142857143,0.6034124266144815,0.4486607142857143,0.5380993150684932,0.453125,0.494557240704501,0.6540178571428571,0.5163282778864972,0.8638392857142857,0.6469545009784735,0.453125,0.483671722113503,0.6540178571428571,0.6578400195694717,0.8683035714285714,1
0.6142979452054794,0.029017857142857144,0.45101516634050887,0.15848214285714285,0.2877323874755381,0.16741071428571427,0.1897627201565558,0.31473214285714285,0.5163282778864972,0.296875,0.4074730919765167,0.18973214285714285,0.5489848336594911,0.20758928571428573,0.5598703522504892,0.34598214285714285,0.6904965753424658,0.37276785714285715,0.37481653620352257,0.4799107142857143,0.29861790606653627,0.484375,0.32038894324853223,0.6986607142857143,0.2768468688845401,0.9040178571428571,0.45101516634050887,0.4799107142857143,0.494557240704501,0.6897321428571429,0.47278620352250483,0.8950892857142857,1
0.6142979452054794,0.029017857142857144,0.45101516634050887,0.15848214285714285,0.2877323874755381,0.16741071428571427,0.1897627201565558,0.31026785714285715,0.5054427592954991,0.296875,0.4074730919765167,0.19419642857142858,0.5489848336594911,0.20758928571428573,0.5707558708414872,0.33705357142857145,0.6904965753424658,0.37276785714285715,0.3639310176125244,0.4575892857142857,0.2659613502935421,0.4575892857142857,0.2768468688845401,0.6674107142857143,0.29861790606653627,0.8683035714285714,0.45101516634050887,0.4575892857142857,0.5380993150684932,0.6540178571428571,0.483671722113503,0.8727678571428571,1
0.39106902841781876,0.05580357142857143,0.47370631720430106,0.19419642857142858,0.5262936827956989,0.22991071428571427,0.6314684139784946,0.37723214285714285,0.7591805875576036,0.484375,0.5112687211981567,0.22991071428571427,0.5037562403993856,0.234375,0.5863935291858678,0.3638392857142857,0.6464933755760368,0.47098214285714285,0.53380616359447,0.484375,0.5488311251920122,0.484375,0.6389808947772657,0.6674107142857143,0.766693068356375,0.859375,0.5262936827956989,0.4799107142857143,0.406093990015361,0.6897321428571429,0.2858942972350231,0.8772321428571429,1
0.5939060099846389,0.046875,0.48873127880184347,0.18080357142857142,0.47370631720430106,0.22544642857142858,0.38355654761904767,0.359375,0.2708693356374808,0.47544642857142855,0.47370631720430106,0.22544642857142858,0.4511688748079878,0.22544642857142858,0.36101910522273434,0.37276785714285715,0.22579445084485414,0.4799107142857143,0.4511688748079878,0.484375,0.4586813556067589,0.484375,0.5863935291858678,0.6897321428571429,0.7065932219662058,0.8861607142857143,0.4436563940092167,0.484375,0.5863935291858678,0.6897321428571429,0.21828197004608293,0.8638392857142857,1
0.5939060099846389,0.09598214285714286,0.6089309715821813,0.078125,0.7065932219662058,0.11383928571428571,0.7817180299539171,0.27455357142857145,0.7291306643625193,0.44419642857142855,0.60141849078341,0.109375,0.48873127880184347,0.078125,0.35350662442396313,0.078125,0.5488311251920122,0.3549107142857143,0.60141849078341,0.41294642857142855,0.6915682603686636,0.4174107142857143,0.6389808947772657,0.6629464285714286,0.766693068356375,0.8549107142857143,0.49624375960061456,0.4174107142857143,0.406093990015361,0.6808035714285714,0.2858942972350231,0.8772321428571429,1
0.406093990015361,0.05133928571428571,0.47370631720430106,0.18973214285714285,0.5187812019969278,0.22098214285714285,0.5939060099846389,0.3638392857142857,0.7591805875576036,0.484375,0.48121879800307216,0.22098214285714285,0.48121879800307216,0.22544642857142858,0.5413186443932411,0.35044642857142855,0.6389808947772657,0.4486607142857143,0.53380616359447,0.4799107142857143,0.5488311251920122,0.4799107142857143,0.6389808947772657,0.6674107142857143,0.766693068356375,0.8638392857142857,0.5187812019969278,0.47544642857142855,0.406093990015361,0.6852678571428571,0.2858942972350231,0.8772321428571429,1
0.38300492610837433,0.024553571428571428,0.485960591133005,0.15848214285714285,0.5233990147783252,0.17633928571428573,0.5608374384236452,0.3013392857142857,0.38300492610837433,0.3325892857142857,0.5233990147783252,0.18526785714285715,0.5140394088669952,0.17633928571428573,0.5889162561576355,0.31473214285714285,0.33620689655172414,0.33705357142857145,0.5327586206896552,0.43526785714285715,0.5421182266009852,0.43526785714285715,0.6169950738916256,0.640625,0.7667487684729065,0.8727678571428571,0.5327586206896552,0.43973214285714285,0.31748768472906397,0.640625,0.35492610837438426,0.8683035714285714,1
0.5982758620689655,0.024553571428571428,0.4766009852216748,0.15848214285714285,0.4766009852216748,0.18526785714285715,0.39236453201970445,0.31473214285714285,0.6544334975369458,0.3236607142857143,0.4672413793103448,0.18526785714285715,0.4578817733990148,0.171875,0.4485221674876847,0.30580357142857145,0.6076354679802956,0.31473214285714285,0.4485221674876847,0.44419642857142855,0.4578817733990148,0.44419642857142855,0.6731527093596059,0.640625,0.6263546798029556,0.8727678571428571,0.43916256157635464,0.44419642857142855,0.33620689655172414,0.6495535714285714,0.23325123152709362,0.8683035714285714,1
0.39236453201970445,0.024553571428571428,0.4766009852216748,0.15848214285714285,0.5514778325123152,0.18080357142857142,0.5701970443349754,0.3325892857142857,0.485960591133005,0.4575892857142857,0.5046798029556652,0.18973214285714285,0.485960591133005,0.18080357142857142,0.38300492610837433,0.328125,0.4017241379310345,0.453125,0.4672413793103448,0.47098214285714285,0.5327586206896552,0.46651785714285715,0.33620689655172414,0.640625,0.7667487684729065,0.8727678571428571,0.4017241379310345,0.46651785714285715,0.31748768472906397,0.6495535714285714,0.35492610837438426,0.8683035714285714,1
0.38300492610837433,0.024553571428571428,0.485960591133005,0.15848214285714285,0.495320197044335,0.18526785714285715,0.485960591133005,0.3013392857142857,0.37364532019704433,0.34151785714285715,0.5140394088669952,0.18526785714285715,0.5233990147783252,0.18526785714285715,0.5982758620689655,0.31473214285714285,0.34556650246305415,0.33705357142857145,0.5233990147783252,0.44419642857142855,0.485960591133005,0.43973214285714285,0.39236453201970445,0.640625,0.34556650246305415,0.8549107142857143,0.5421182266009852,0.4486607142857143,0.6357142857142858,0.6674107142857143,0.7386699507389162,0.8683035714285714,1
0.4478081597222222,0.024553571428571428,0.4879557291666667,0.15848214285714285,0.31933593750000006,0.16741071428571427,0.2069227430555556,0.31473214285714285,0.05436197916666665,0.40848214285714285,0.4879557291666667,0.18080357142857142,0.6646050347222221,0.171875,0.7449001736111112,0.31919642857142855,0.7850477430555557,0.4888392857142857,0.4959852430555556,0.4799107142857143,0.4076605902777778,0.47098214285714285,0.4879557291666667,0.6852678571428571,0.4959852430555556,0.8549107142857143,0.5843098958333334,0.4799107142857143,0.5441623263888888,0.6763392857142857,0.5361328125,0.8549107142857143,1
0.5602213541666667,0.024553571428571428,0.4879557291666667,0.15401785714285715,0.31933593750000006,0.171875,0.22298177083333331,0.3236607142857143,0.1908637152777778,0.46651785714285715,0.4879557291666667,0.17633928571428573,0.6646050347222221,0.171875,0.7770182291666666,0.296875,0.8814019097222222,0.390625,0.4879557291666667,0.47544642857142855,0.4156901041666667,0.47544642857142855,0.4718967013888889,0.6897321428571429,0.46386718750000006,0.8549107142857143,0.5281032986111112,0.47544642857142855,0.4718967013888889,0.6897321428571429,0.4959852430555556,0.8683035714285714,1
0.4478081597222222,0.024553571428571428,0.4879557291666667,0.15848214285714285,0.3273654513888889,0.16741071428571427,0.2069227430555556,0.31919642857142855,0.05436197916666665,0.40848214285714285,0.4879557291666667,0.18080357142857142,0.6646050347222221,0.171875,0.7529296875,0.328125,0.7850477430555557,0.49330357142857145,0.4879557291666667,0.5066964285714286,0.39963107638888884,0.49776785714285715,0.3675130208333333,0.7120535714285714,0.3675130208333333,0.9129464285714286,0.5843098958333334,0.515625,0.5120442708333334,0.7120535714285714,0.5843098958333334,0.8727678571428571,1
0.4317491319444445,0.024553571428571428,0.4879557291666667,0.14955357142857142,0.6726345486111112,0.16741071428571427,0.7770182291666666,0.37276785714285715,0.7930772569444445,0.5022321428571429,0.4959852430555556,0.171875,0.3273654513888889,0.16741071428571427,0.2069227430555556,0.3236607142857143,0.03027343750000002,0.41294642857142855,0.5200737847222222,0.5066964285714286,0.600368923611111,0.5022321428571429,0.5923394097222222,0.6897321428571429,0.5682508680555556,0.8727678571428571,0.4317491319444445,0.5066964285714286,0.47992621527777773,0.6808035714285714,0.4718967013888889,0.8772321428571429,1
0.7881124557260922,0.06473214285714286,0.5758190672963401,0.171875,0.49494539551357736,0.19419642857142858,0.3028704250295159,0.328125,0.5050546044864228,0.41294642857142855,0.5353822314049587,0.19419642857142858,0.545491440377804,0.18526785714285715,0.5252730224321134,0.31473214285714285,0.6162559031877214,0.41294642857142855,0.4342901416765053,0.43526785714285715,0.4140717237308147,0.43526785714285715,0.5252730224321134,0.6450892857142857,0.12090466351829982,0.765625,0.4443993506493506,0.43526785714285715,0.5151638134592681,0.6316964285714286,0.46461776859504134,0.8325892857142857,1
0.2017783353010626,0.06473214285714286,0.39385330578512395,0.17633928571428573,0.454508559622196,0.18973214285714285,0.4848361865407321,0.31473214285714285,0.3736348878394332,0.40848214285714285,0.4443993506493506,0.19866071428571427,0.4342901416765053,0.19866071428571427,0.6668019480519481,0.3236607142857143,0.46461776859504134,0.40848214285714285,0.545491440377804,0.43080357142857145,0.5556006493506492,0.4263392857142857,0.4747269775678866,0.6361607142857143,0.8689861275088548,0.765625,0.545491440377804,0.43080357142857145,0.454508559622196,0.6450892857142857,0.8790953364817002,0.7700892857142857,1
0.7881124557260922,0.08258928571428571,0.5657098583234946,0.14508928571428573,0.5353822314049587,0.16741071428571427,0.24221517119244393,0.234375,0.15123229043683584,0.33705357142857145,0.545491440377804,0.13169642857142858,0.6162559031877214,0.13169642857142858,0.5859282762691854,0.2611607142857143,0.6263651121605667,0.3950892857142857,0.40396251475796924,0.3950892857142857,0.38374409681227867,0.39955357142857145,0.5252730224321134,0.640625,0.11079545454545452,0.7611607142857143,0.4443993506493506,0.39955357142857145,0.5050546044864228,0.6272321428571429,0.4747269775678866,0.8370535714285714,1
0.7881124557260922,0.06473214285714286,0.5859282762691854,0.171875,0.4747269775678866,0.19419642857142858,0.24221517119244393,0.3236607142857143,0.15123229043683584,0.36830357142857145,0.5353822314049587,0.19419642857142858,0.5556006493506492,0.18526785714285715,0.5050546044864228,0.33705357142857145,0.2219967532467532,0.35044642857142855,0.5151638134592681,0.4799107142857143,0.454508559622196,0.484375,0.5252730224321134,0.6540178571428571,0.5151638134592681,0.8415178571428571,0.5657098583234946,0.47544642857142855,0.545491440377804,0.6540178571428571,0.5151638134592681,0.8370535714285714,1
0.41890726461038963,0.05580357142857143,0.37659801136363635,0.22544642857142858,0.36954646915584416,0.3236607142857143,0.4753196022727273,0.47544642857142855,0.5951958198051948,0.34598214285714285,0.3554433847402597,0.28348214285714285,0.2496702516233766,0.2924107142857143,0.2849279626623376,0.38169642857142855,0.531731939935065,0.3236607142857143,0.39775263798701294,0.5736607142857143,0.3907010957792208,0.5736607142857143,0.7080204951298702,0.7611607142857143,0.8349482548701298,0.765625,0.3554433847402597,0.5691964285714286,0.2567217938311688,0.8415178571428571,0.26377333603896097,0.796875,1
0.5810927353896104,0.060267857142857144,0.6163504464285714,0.22991071428571427,0.5387834821428571,0.2700892857142857,0.5105773133116883,0.4174107142857143,0.40480418019480513,0.31919642857142855,0.6304535308441558,0.28348214285714285,0.637505073051948,0.33705357142857145,0.5176288555194806,0.47544642857142855,0.3907010957792208,0.34598214285714285,0.5458350243506492,0.5602678571428571,0.4753196022727273,0.546875,0.29197950487012986,0.6183035714285714,0.7432782061688311,0.8191964285714286,0.6234019886363636,0.5647321428571429,0.2778764204545454,0.765625,0.7432782061688311,0.8191964285714286,1
0.3836495535714285,0.05580357142857143,0.4259588068181818,0.20758928571428573,0.5599381087662338,0.18526785714285715,0.5740411931818181,0.34598214285714285,0.8137936282467533,0.7700892857142857,0.41890726461038963,0.20758928571428573,0.2778764204545454,0.20758928571428573,0.20030945616883117,0.328125,0.20736099837662333,0.4888392857142857,0.4682680600649351,0.5245535714285714,0.5599381087662338,0.5245535714285714,0.6798143262987013,0.7388392857142857,0.2778764204545454,0.8415178571428571,0.36249492694805185,0.5379464285714286,0.2496702516233766,0.828125,0.2567217938311688,0.8236607142857143,1
0.4894226866883116,0.07366071428571429,0.40480418019480513,0.22544642857142858,0.4259588068181818,0.25223214285714285,0.531731939935065,0.36830357142857145,0.6092989042207793,0.31026785714285715,0.39775263798701294,0.24330357142857142,0.41185572240259727,0.25669642857142855,0.4894226866883116,0.36830357142857145,0.5881442775974025,0.31026785714285715,0.31313413149350644,0.515625,0.3483918425324675,0.515625,0.36249492694805185,0.6674107142857143,0.2496702516233766,0.8236607142857143,0.2708248782467533,0.5111607142857143,0.36249492694805185,0.6584821428571429,0.26377333603896097,0.8058035714285714,1
0.3645535714285715,0.12723214285714285,0.48901785714285717,0.2611607142857143,0.43776785714285715,0.24776785714285715,0.3425892857142857,0.3013392857142857,0.1888392857142857,0.37276785714285715,0.5109821428571429,0.2611607142857143,0.576875,0.265625,0.7013392857142856,0.390625,0.5695535714285714,0.43973214285714285,0.5329464285714286,0.453125,0.4816964285714285,0.44419642857142855,0.46705357142857146,0.6272321428571429,0.37919642857142855,0.796875,0.5915178571428571,0.453125,0.5183035714285714,0.6227678571428571,0.3865178571428572,0.796875,1
0.628125,0.13169642857142858,0.4816964285714285,0.25223214285714285,0.4084821428571428,0.265625,0.28401785714285716,0.390625,0.5329464285714286,0.41294642857142855,0.474375,0.25223214285714285,0.5475892857142857,0.22991071428571427,0.6427678571428571,0.3013392857142857,0.781875,0.36830357142857145,0.43044642857142856,0.43526785714285715,0.3645535714285715,0.43973214285714285,0.4963392857142857,0.6004464285714286,0.5915178571428571,0.7924107142857143,0.4963392857142857,0.4263392857142857,0.525625,0.6049107142857143,0.5988392857142857,0.796875,1
0.525625,0.17633928571428573,0.5695535714285714,0.171875,0.6134821428571429,0.14508928571428573,0.37919642857142855,0.27901785714285715,0.6647321428571429,0.7299107142857143,0.5695535714285714,0.15848214285714285,0.474375,0.18080357142857142,0.35723214285714283,0.27901785714285715,0.17419642857142853,0.37723214285714285,0.5841964285714285,0.38169642857142855,0.628125,0.38169642857142855,0.576875,0.5647321428571429,0.3645535714285715,0.7924107142857143,0.525625,0.38169642857142855,0.4597321428571428,0.6138392857142857,0.371875,0.8013392857142857,1
0.35723214285714283,0.13169642857142858,0.5036607142857144,0.24776785714285715,0.5109821428571429,0.22991071428571427,0.3352678571428572,0.296875,0.17419642857142853,0.36830357142857145,0.5109821428571429,0.23883928571428573,0.5549107142857144,0.234375,0.6354464285714285,0.36830357142857145,0.6500892857142856,0.4486607142857143,0.5988392857142857,0.4486607142857143,0.5695535714285714,0.43973214285714285,0.43776785714285715,0.5870535714285714,0.371875,0.7834821428571429,0.6354464285714285,0.453125,0.423125,0.6004464285714286,0.371875,0.796875,1
